16.884	48.213
16.938	49.463
16.991	50.712
17.045	51.963
17.098	53.213
17.151	54.463
17.204	55.712
17.257	56.956
17.33	58.199
17.289	59.463
17.197	60.776
17.027	62.157
16.863	63.592
16.752	65.054
16.731	66.526
16.682	67.993
16.632	69.455
16.583	70.913
16.528	72.367
16.478	73.809
16.453	75.21
16.462	76.559
16.495	77.867
16.534	79.159
16.567	80.454
16.601	81.754
16.634	83.054
16.667	84.354
16.701	85.654
16.734	86.954
16.767	88.254
16.801	89.554
16.834	90.854
16.869	92.154
16.902	93.454
16.935	94.754
16.969	96.054
17.002	97.354
17.036	98.654
17.069	99.954
17.102	101.254
17.136	102.554
17.169	103.854
17.203	105.155
17.236	106.455
17.269	107.749
17.304	109.054
17.338	110.379
17.376	111.657
17.393	112.747
17.402	113.674
17.412	114.413
17.412	114.988
17.394	115.375
17.377	115.711
17.361	116.067
17.345	116.437
17.328	116.804
17.312	117.17
17.296	117.537
17.28	117.903
17.263	118.27
17.247	118.637
17.231	119.004
17.214	119.37
17.199	119.737
17.182	120.104
17.165	120.47
17.15	120.837
17.133	121.204
17.117	121.57
17.101	121.937
17.085	122.304
17.068	122.67
17.052	123.037
17.036	123.403
17.019	123.772
17.004	124.143
16.986	124.509
16.97	124.854
16.959	125.18
16.954	125.515
16.954	125.893
16.956	126.322
16.957	126.779
16.956	127.237
16.957	127.688
16.958	128.137
16.958	128.587
16.959	129.038
16.959	129.488
16.96	129.937
16.96	130.377
16.983	130.815
16.905	131.282
16.798	131.827
16.613	132.477
16.506	133.21
16.438	133.975
16.465	134.738
16.466	135.489
16.467	136.238
16.467	136.988
16.468	137.738
16.469	138.488
16.47	139.238
16.471	139.988
16.472	140.738
16.473	141.488
16.474	142.238
16.474	142.988
16.475	143.738
16.476	144.483
16.474	145.227
16.475	145.984
16.49	146.777
16.526	147.615
16.576	148.486
16.63	149.367
16.68	150.246
16.73	151.122
16.782	151.997
16.832	152.871
16.883	153.747
16.933	154.621
16.983	155.497
17.034	156.372
17.084	157.246
17.135	158.121
17.186	158.996
17.236	159.872
17.286	160.746
17.337	161.615
17.393	162.481
17.444	163.365
17.465	164.297
17.445	165.291
17.395	166.332
17.34	167.391
17.291	168.447
17.242	169.497
17.192	170.546
17.142	171.596
17.093	172.646
17.043	173.696
16.995	174.746
16.945	175.796
16.895	176.847
16.846	177.897
16.796	178.947
16.748	179.998
16.698	181.046
16.648	182.081
16.595	183.114
16.545	184.192
16.52	185.374
16.514	186.693
16.531	188.116
16.552	189.584
16.569	191.05
16.587	192.502
16.605	193.952
16.622	195.403
16.639	196.854
16.657	198.305
16.674	199.756
16.692	201.207
16.709	202.658
16.726	204.109
16.743	205.561
16.761	207.013
16.778	208.465
16.795	209.915
16.812	211.365
16.83	212.816
16.847	214.267
16.864	215.718
16.88	217.169
16.898	218.62
16.915	220.071
16.932	221.522
16.949	222.973
16.967	224.424
16.984	225.875
17.001	227.326
17.018	228.777
17.036	230.228
17.053	231.679
17.07	233.13
17.087	234.581
17.104	236.032
17.121	237.482
17.138	238.933
17.155	240.384
17.172	241.835
17.19	243.286
17.207	244.737
17.224	246.188
17.241	247.639
17.259	249.09
17.276	250.541
17.293	251.987
17.31	253.443
17.328	254.92
17.344	256.406
17.354	257.883
17.363	259.339
17.373	260.785
17.384	262.236
17.393	263.687
17.403	265.14
17.413	266.587
17.423	268.024
17.434	269.471
17.444	270.971
17.447	272.539
17.445	274.133
17.438	275.671
17.43	277.119
17.424	278.511
17.418	279.893
17.411	281.291
17.405	282.71
17.398	284.127
17.391	285.497
17.381	286.749
17.379	287.872
17.375	288.877
17.371	289.835
17.366	290.793
17.361	291.766
17.357	292.743
17.353	293.718
17.348	294.692
17.343	295.668
17.338	296.643
17.334	297.618
17.33	298.593
17.325	299.568
17.32	300.543
17.316	301.517
17.311	302.493
17.307	303.48
17.305	304.472
17.3	305.432
17.281	306.284
17.243	307
17.191	307.609
17.139	308.19
17.088	308.798
17.039	309.427
16.989	310.053
16.94	310.678
16.89	311.303
16.84	311.928
16.791	312.553
16.741	313.179
16.691	313.804
16.641	314.429
16.592	315.053
16.543	315.677
16.492	316.303
16.443	316.933
16.39	317.566
16.341	318.183
16.306	318.759
16.291	319.283
16.292	319.766
16.294	320.234
16.295	320.704
16.295	321.178
16.295	321.654
16.295	322.129
16.295	322.603
16.296	323.079
16.296	323.554
16.296	324.029
16.296	324.504
16.297	324.978
16.297	325.454
16.297	325.929
16.297	326.404
16.297	326.873
16.296	327.341
16.297	327.824
16.304	328.347
16.323	328.924
16.348	329.541
16.374	330.173
16.4	330.803
16.425	331.429
16.45	332.053
16.476	332.678
16.501	333.303
16.526	333.928
16.551	334.553
16.577	335.178
16.602	335.803
16.627	336.428
16.653	337.055
16.678	337.679
16.703	338.295
16.729	338.899
16.759	339.504
16.785	340.141
16.797	340.849
16.789	341.643
16.765	342.504
16.739	343.391
16.716	344.275
16.692	345.151
16.67	346.026
16.647	346.901
16.623	347.776
16.6	348.651
16.577	349.526
16.554	350.401
16.531	351.276
16.508	352.151
16.484	353.026
16.462	353.898
16.439	354.781
16.415	355.68
16.391	356.558
16.359	357.328
16.346	357.969
16.344	358.456
16.346	358.884
16.348	359.342
16.35	359.858
16.35	360.398
16.352	360.928
16.353	361.451
16.354	361.976
16.355	362.501
16.356	363.026
16.357	363.551
16.358	364.076
16.36	364.601
16.36	365.126
16.362	365.647
16.363	366.182
16.364	366.737
16.365	367.249
16.361	367.651
16.363	367.969
16.392	368.344
16.433	368.906
16.46	369.598
16.509	370.46
16.556	371.4
16.604	372.325
16.651	373.23
16.698	374.139
16.746	375.055
16.798	375.973
16.846	376.872
16.866	377.723
16.85	378.508
16.805	379.245
16.757	379.963
16.712	380.684
